pair_index,environment,batch_index,index_in_batch,network_record,target_original_q,target_counterfactual_q,target_delta_q_wrapped,target_delta_l2_rad,ordinary_pred_original_q,ordinary_pred_counterfactual_q,ordinary_pred_delta_q_wrapped,ordinary_pred_delta_l2_rad,ordinary_pred_required_ratio,ordinary_direction_cosine,ordinary_original_scene_error_l2_rad,ordinary_counterfactual_scene_error_l2_rad,ordinary_cf_prediction_to_original_target_l2_rad,ordinary_cf_prediction_closer_to_cf_target,cftrained_pred_original_q,cftrained_pred_counterfactual_q,cftrained_pred_delta_q_wrapped,cftrained_pred_delta_l2_rad,cftrained_pred_required_ratio,cftrained_direction_cosine,cftrained_original_scene_error_l2_rad,cftrained_counterfactual_scene_error_l2_rad,cftrained_cf_prediction_to_original_target_l2_rad,cftrained_cf_prediction_closer_to_cf_target
108,294,1,143,5,-0.534955501556 1.63614439964 -1.68609404564 0.737069189548 -0.228762939572 0.495847672224 0.657080352306,-0.569067716599 1.63849043846 -1.73257958889 0.745318174362 -0.231776565313 0.537426769733 0.709447324276,-0.0341122150421 0.00234603881836 -0.046485543251 0.00824898481369 -0.003013625741 0.0415790975094 0.0523669719696,0.08875979742025293,-0.476618558168 1.58413040638 -1.64041852951 0.684595823288 -0.302553087473 0.43744379282 0.7176181674,-0.47662499547 1.5841344595 -1.6404106617 0.684607505798 -0.302555590868 0.437450706959 0.717634379864,-6.43730163574e-06 4.05311584473e-06 7.86781311035e-06 1.1682510376e-05 -2.50339508057e-06 6.91413879395e-06 1.62124633789e-05,2.394089395215313e-05,0.000269726775499494,0.5194164696818901,0.15319656494958092,0.19685791074241127,0.15319606011755954,0,-0.34916087985 1.56495201588 -1.62039089203 0.676978766918 -0.288992792368 0.420779407024 0.654839515686,-0.346102803946 1.56364583969 -1.6184694767 0.677713572979 -0.288617521524 0.423415750265 0.651965141296,0.00305807590485 -0.00130617618561 0.00192141532898 0.000734806060791 0.000375270843506 0.00263634324074 -0.00287437438965,0.005535599633454319,0.06236606880978779,-0.47355347659820096,0.23829322525836383,0.3040397577537438,0.24056739973558566,0
109,294,1,164,5,-0.153987541795 1.45909929276 2.42400789261 -0.974682509899 -2.00494337082 1.17618072033 -2.81357049942,-0.115178026259 1.41877865791 2.42389917374 -0.910923659801 -2.02963137627 1.17454469204 -2.80428504944,0.0388095155358 -0.0403206348419 -0.00010871887207 0.0637588500977 -0.0246880054474 -0.00163602828979 0.00928544998169,0.088856787352726,-0.10743072629 1.39368712902 2.40523076057 -0.990193009377 -2.01400184631 1.19071447849 -2.83389830589,-0.107443839312 1.39369404316 2.40524578094 -0.990206003189 -2.01400852203 1.19072878361 -2.83390688896,-1.31130218506e-05 6.91413879395e-06 1.50203704834e-05 -1.2993812561e-05 -6.67572021484e-06 1.43051147461e-05 -8.58306884766e-06,3.06117293006314e-05,0.000344506370448833,-0.5720782235959833,0.08801108075971048,0.0933067326175209,0.08800312747168795,0,-0.0336442440748 1.42888867855 2.46527194977 -0.879383504391 -1.93285596371 1.19920766354 -2.82464528084,-0.0240902137011 1.43014585972 2.46800994873 -0.878696620464 -1.92816650867 1.19975054264 -2.82392287254,0.00955403037369 0.0012571811676 0.0027379989624 0.000686883926392 0.00468945503235 0.000542879104614 0.000722408294678,0.01111917392088688,0.12513589847389142,0.2567176325964219,0.1789673113781463,0.15075358624161422,0.18819799084434885,1
110,294,1,189,5,-0.665732383728 1.34220159054 -2.99722552299 -1.31154739857 -1.88721883297 1.81620430946 2.49938392639,-0.617457747459 1.32400500774 -3.02862763405 -1.35274350643 -1.9165982008 1.79135584831 2.5364086628,0.0482746362686 -0.0181965827942 -0.0314021110535 -0.0411961078644 -0.0293793678284 -0.0248484611511 0.0370247364044,0.09053282496106599,-0.607216119766 1.29666721821 -2.95832014084 -1.33360552788 -1.98335695267 1.81345403194 2.49288773537,-0.607227563858 1.29668009281 -2.95830440521 -1.33362972736 -1.98337900639 1.81351101398 2.49293828011,-1.14440917969e-05 1.28746032715e-05 1.57356262207e-05 -2.41994857788e-05 -2.20537185669e-05 5.69820404053e-05 5.05447387695e-05,8.612803109107984e-05,0.0009513458917041366,0.10509555051646972,0.12957632740655775,0.1140271995136794,0.1295881264074736,1,-0.665028333664 1.31964826584 -3.01652002335 -1.32509338856 -1.9031689167 1.76682603359 2.35614752769,-0.600824832916 1.33872139454 -2.96508693695 -1.30701839924 -1.87969052792 1.77272355556 2.37764358521,0.0642035007477 0.0190731287003 0.0514330863953 0.0180749893188 0.0234783887863 0.00589752197266 0.0214960575104,0.09222818091885933,1.0187264228032478,0.042177612980210666,0.15580181302171028,0.1831314282558854,0.14848051883397406,0
111,294,2,56,9,-2.17788672447 -0.690489172935 3.01997327805 2.49776816368 2.69303488731 0.526955068111 1.71285116673,-2.21632385254 -0.659875154495 3.02902722359 2.51632881165 2.69534420967 0.525157094002 1.75117206573,-0.038437128067 0.0306140184402 0.00905394554138 0.0185606479645 0.00230932235718 -0.00179797410965 0.0383208990097,0.06571270427693472,-2.20453882217 -0.715512096882 2.90279245377 2.43951153755 2.64527273178 0.493607103825 1.76799058914,-2.20452809334 -0.715610325336 2.90288114548 2.4393684864 2.64536356926 0.493666708469 1.76794242859,1.07288360596e-05 -9.82284545898e-05 8.86917114258e-05 -0.000143051147461 9.08374786377e-05 5.96046447754e-05 -4.81605529785e-05,0.00022851124205841108,0.0034774286733869654,-0.4671399094310912,0.15778253144517906,0.1698594352830484,0.15772647601097686,0,-2.21430778503 -0.675351440907 2.87245225906 2.48476529121 2.68811225891 0.500676095486 1.62687826157,-2.25316262245 -0.676409363747 2.78852534294 2.4566411972 2.66356825829 0.48080983758 1.58039498329,-0.0388548374176 -0.00105792284012 -0.0839269161224 -0.0281240940094 -0.0245440006256 -0.019866257906 -0.0464832782745,0.11181807024895414,1.7016202799646838,-0.2208847649507683,0.1777451192338242,0.30850517513079573,0.28577365332719923,0
112,294,2,154,5,3.05964946747 -1.6289473772 1.93606233597 -1.22394740582 -1.23989605904 0.654346704483 -2.10410904884,2.9874162674 -1.64973211288 1.94047236443 -1.22372150421 -1.24352037907 0.651703119278 -2.09519600868,-0.0722332000732 -0.0207847356796 0.00441002845764 0.000225901603699 -0.00362432003021 -0.00264358520508 0.00891304016113,0.07595200021037371,3.01234841347 -1.72983372211 1.96745538712 -1.24671256542 -1.25536167622 0.637787878513 -2.07074856758,3.01234197617 -1.72983467579 1.96745800972 -1.24671328068 -1.25536417961 0.637794554234 -2.0707514286,-6.43730163574e-06 -9.53674316406e-07 2.62260437012e-06 -7.15255737305e-07 -2.50339508057e-06 6.67572021484e-06 -2.86102294922e-06,1.0428598713894448e-05,0.00013730512277502975,0.5834536023828519,0.12468168347193406,0.09605113048126027,0.1246843470429732,1,2.86196112633 -1.70161557198 1.96575605869 -1.12016642094 -1.2319008112 0.548775196075 -2.13000106812,2.87049889565 -1.70010018349 1.97398662567 -1.11911213398 -1.23164355755 0.547535538673 -2.12734246254,0.00853776931763 0.00151538848877 0.00823056697845 0.00105428695679 0.000257253646851 -0.00123965740204 0.00265860557556,0.012357781940406608,0.16270515465264537,-0.6239422628474537,0.26056327596827317,0.2007443115861482,0.255510992067887,1
113,294,2,165,9,1.63140428066 1.72285306454 0.20165091753 -0.580314218998 -2.19501161575 0.0796074792743 1.62675404549,1.66232061386 1.67146611214 0.203412309289 -0.648269832134 -2.234136343 0.0914079770446 1.65561974049,0.0309163331985 -0.0513869524002 0.00176139175892 -0.0679556131363 -0.0391247272491 0.0118004977703 0.0288656949997,0.10354096180181548,1.62376534939 1.65556824207 0.237009093165 -0.541801333427 -2.3067111969 0.0961831361055 1.59956097603,1.62375366688 1.65556752682 0.237021967769 -0.541798710823 -2.30669546127 0.0961840897799 1.59954500198,-1.1682510376e-05 -7.15255737305e-07 1.28746032715e-05 2.62260437012e-06 1.57356262207e-05 9.53674316406e-07 -1.59740447998e-05,2.8518689259158477e-05,0.0002754338839709178,-0.523381776843758,0.14425690762814444,0.15045895262958403,0.14425265493848108,0,1.59866523743 1.64824354649 0.226283624768 -0.466622531414 -2.31574654579 0.0832007303834 1.51102042198,1.59675168991 1.64923918247 0.220603778958 -0.466904819012 -2.31565618515 0.082564689219 1.51253223419,-0.00191354751587 0.000995635986328 -0.00567984580994 -0.000282287597656 9.03606414795e-05 -0.000636041164398 0.00151181221008,0.006300125347332243,0.060846695237302476,-0.10507925102259534,0.21944270692328433,0.2553034619144829,0.21783293605666135,0
114,294,2,179,9,2.70368623734 1.87786006927 2.1268901825 -1.95402920246 1.28347861767 -1.84508430958 2.51016616821,2.74086880684 1.88535249233 2.08718681335 -1.90226328373 1.27407872677 -1.84637570381 2.55266571045,0.0371825695038 0.00749242305756 -0.0397033691406 0.0517659187317 -0.00939989089966 -0.0012913942337 0.0424995422363,0.08712625597212076,2.70547747612 1.83923065662 2.09123706818 -1.9352773428 1.29806745052 -1.86058866978 2.44278144836,2.70541834831 1.83918726444 2.09127521515 -1.93512308598 1.29810702801 -1.86048638821 2.4426715374,-5.91278076172e-05 -4.33921813965e-05 3.81469726562e-05 0.000154256820679 3.95774841309e-05 0.000102281570435 -0.000109910964966,0.0002339607967354988,0.00268530759327433,-0.06025419560460441,0.09006740008466817,0.13175596262875464,0.09017312673676195,0,2.65011310577 1.68980157375 1.96503341198 -1.73296403885 1.39768826962 -1.84937441349 2.19335484505,2.63017654419 1.67405366898 1.90999150276 -1.69686365128 1.41068923473 -1.83597230911 2.15927600861,-0.0199365615845 -0.0157479047775 -0.0550419092178 0.0361003875732 0.0130009651184 0.0134021043777 -0.034078836441,0.08055011691433721,0.9245217301672205,0.2289796981227444,0.476167158635833,0.5513739891350293,0.5472744791523831,0
115,294,2,190,9,-1.86956238747 -1.99082112312 2.30874180794 -1.96491968632 -0.666567981243 -1.3596394062 -3.05198764801,-1.89364528656 -1.97611546516 2.30129551888 -1.96139359474 -0.616661190987 -1.35959279537 -2.95800065994,-0.0240828990936 0.014705657959 -0.0074462890625 0.00352609157562 0.0499067902565 4.66108322144e-05 0.0939869880676,0.1104009364075447,-1.91480648518 -2.01684808731 2.34329938889 -1.94162285328 -0.721216142178 -1.32324779034 -2.9870891571,-1.91476011276 -2.01679205894 2.34331440926 -1.9414485693 -0.721200048923 -1.32319962978 -2.98709511757,4.63724136353e-05 5.60283660889e-05 1.50203704834e-05 0.000174283981323 1.60932540894e-05 4.81605529785e-05 -5.96046447754e-06,0.0001962245016695289,0.0017773807727967704,0.02100543313615676,0.11394729217400512,0.13176924960248212,0.11396070641732765,0,-1.87192559242 -1.96983730793 2.28136062622 -1.77340245247 -0.793392837048 -1.30251479149 -2.95985245705,-1.90532803535 -1.9721339941 2.24211215973 -1.76326560974 -0.788126409054 -1.30375897884 -2.95454335213,-0.0334024429321 -0.00229668617249 -0.0392484664917 0.0101368427277 0.00526642799377 -0.00124418735504 0.00530910491943,0.05311935169670274,0.4811494668905056,0.31723675867099654,0.2563418504284773,0.27466233127916156,0.2722622473169591,0
116,294,2,220,5,-0.251101613045 1.75040113926 -2.66402959824 0.519341111183 -0.98878455162 -1.02611327171 2.86784434319,-0.27535378933 1.70456945896 -2.6684114933 0.502421796322 -1.07307136059 -1.02943813801 2.84873700142,-0.0242521762848 -0.0458316802979 -0.00438189506531 -0.0169193148613 -0.0842868089676 -0.00332486629486 -0.0191073417664,0.10234542786273482,-0.316653162241 1.69803202152 -2.62926959991 0.534965217113 -1.05336916447 -1.04642093182 2.96601366997,-0.31665328145 1.69803035259 -2.62926888466 0.534965753555 -1.0533670187 -1.04641783237 2.96601605415,-1.19209289551e-07 -1.66893005371e-06 7.15255737305e-07 5.36441802979e-07 2.14576721191e-06 3.09944152832e-06 2.38418579102e-06,4.847070822456353e-06,4.7359915569039595e-05,-0.3417826314062964,0.1507072999567024,0.1370058693837622,0.15070836823674374,1,-0.211408600211 1.75918340683 -2.61703586578 0.604561269283 -1.04277312756 -1.09692907333 2.93819260597,-0.201416954398 1.75648593903 -2.60914325714 0.605027496815 -1.04203474522 -1.09796571732 2.93896269798,0.00999164581299 -0.00269746780396 0.00789260864258 0.000466227531433 0.000738382339478 -0.00103664398193 0.000770092010498,0.013108502539600391,0.12808097844079025,-0.1749157189956231,0.15492602071865036,0.1897435295155529,0.16098582130284586,0
117,294,2,222,5,3.07162475586 -1.62941789627 0.700501859188 -0.491814702749 -2.4424700737 -1.3835375309 -0.15157315135,3.0715777874 -1.59535419941 0.665207564831 -0.517130374908 -2.39405965805 -1.37667798996 -0.127200722694,-4.6968460083e-05 0.0340636968613 -0.0352942943573 -0.0253156721592 0.0484104156494 0.00685954093933 0.0243724286556,0.07766302237722272,3.04960393906 -1.66926968098 0.717318356037 -0.497940808535 -2.48637199402 -1.4265216589 -0.0476701781154,3.04960393906 -1.66926848888 0.717317402363 -0.497942119837 -2.48637247086 -1.4265216589 -0.0476706549525,0 1.19209289551e-06 -9.53674316406e-07 -1.31130218506e-06 -4.76837158203e-07 0 -4.76837158203e-07,2.1224610584693977e-06,2.732910712848951e-05,0.44138997375186684,0.13024686779244163,0.16236032432840392,0.1302462219419595,0,3.13352560997 -1.6085537672 0.727326691151 -0.47656005621 -2.5042078495 -1.4088922739 -0.165299162269,3.13667368889 -1.6072871685 0.730069458485 -0.475308716297 -2.5032081604 -1.4095107317 -0.164079651237,0.00314807891846 0.00126659870148 0.00274276733398 0.00125133991241 0.000999689102173 -0.000618457794189 0.0012195110321,0.0048448294989412955,0.06238270608899459,-0.03085572275119884,0.09930822121955964,0.15712233572943016,0.1019213333499367,0
118,294,3,91,5,-0.91644692421 1.26578772068 0.414696395397 1.57865917683 2.10674881935 -0.0212009437382 -2.6248793602,-0.880598425865 1.33623552322 0.464054703712 1.614569664 2.04361462593 -0.049172591418 -2.62321805954,0.0358484983444 0.0704478025436 0.0493583083153 0.035910487175 -0.0631341934204 -0.0279716476798 0.00166130065918,0.12142863244851991,-0.831256866455 1.27062141895 0.360032111406 1.57030451298 2.14059138298 -0.0480126589537 -2.63227295876,-0.831288099289 1.27063310146 0.360061198473 1.57030773163 2.14059925079 -0.0480169504881 -2.63223147392,-3.12328338623e-05 1.1682510376e-05 2.90870666504e-05 3.21865081787e-06 7.86781311035e-06 -4.29153442383e-06 4.14848327637e-05,6.139787634313519e-05,0.0005056293157972032,0.1270023214881101,0.11071380860973348,0.17028666548454927,0.11067636631045606,0,-0.833514451981 1.24166882038 0.295727550983 1.58948612213 2.20845913887 -0.0295450016856 -2.61623930931,-0.791568875313 1.25451004505 0.326469600201 1.58813238144 2.20512390137 -0.0369916781783 -2.62381029129,0.0419455766678 0.0128412246704 0.0307420492172 -0.00135374069214 -0.00333523750305 -0.00744667649269 -0.00757098197937,0.05472779207208458,0.4506992376389203,0.644549877781275,0.179498155607444,0.2459021689808193,0.18309442652435354,0
119,294,3,112,5,-1.76932001114 -1.23065853119 -1.52624630928 -1.90116941929 1.21616661549 -1.5404112339 -2.51837134361,-1.68697202206 -1.24657285213 -1.47725820541 -1.88946902752 1.1624147892 -1.5507632494 -2.49220776558,0.0823479890823 -0.0159143209457 0.0489881038666 0.0117003917694 -0.0537518262863 -0.0103520154953 0.0261635780334,0.11511796677543573,-1.83428263664 -1.18607342243 -1.48517346382 -1.86514723301 1.18638646603 -1.56525027752 -2.43539047241,-1.83428096771 -1.18606579304 -1.48517847061 -1.86514687538 1.18638765812 -1.56526601315 -2.43539261818,1.66893005371e-06 7.62939453125e-06 -5.00679016113e-06 3.57627868652e-07 1.19209289551e-06 -1.57356262207e-05 -2.14576721191e-06,1.843432040528279e-05,0.00016013417298485824,-0.085949387286626,0.13259793191637825,0.17328680541484184,0.13259956427120834,0,-1.80730438232 -1.12155497074 -1.45920324326 -1.8143184185 1.31423175335 -1.53030061722 -2.47199130058,-1.80699372292 -1.11588251591 -1.45904648304 -1.81564474106 1.30785214901 -1.53242337704 -2.46722006798,0.000310659408569 0.00567245483398 0.000156760215759 -0.00132632255554 -0.0063796043396 -0.00212275981903 0.00477123260498,0.01010084549670314,0.08774343206049824,0.35878617656905204,0.193013918206704,0.24367935148816938,0.19367401836587922,0
120,294,3,116,5,-2.52052235603 -0.860388278961 -0.113959446549 -2.0619866848 -2.09067249298 -1.50313520432 -2.61540651321,-2.53479003906 -0.824743032455 -0.133416160941 -2.05590772629 -2.1070086956 -1.45177650452 -2.6124958992,-0.0142676830292 0.0356452465057 -0.0194567143917 0.00607895851135 -0.0163362026215 0.0513586997986 0.00291061401367,0.06930171054170371,-2.53318238258 -0.85506349802 -0.10137411207 -2.02023220062 -2.11147618294 -1.46937692165 -2.61722111702,-2.5331761837 -0.8550568223 -0.101370774209 -2.02022361755 -2.11147379875 -1.46936619282 -2.61721992493,6.19888305664e-06 6.67572021484e-06 3.33786010742e-06 8.58306884766e-06 2.38418579102e-06 1.07288360596e-05 1.19209289551e-06,1.7029830387524197e-05,0.0002457346327299692,0.5526932520842316,0.06054886545743965,0.059778286279571546,0.06055989731766602,1,-2.58329796791 -0.809815049171 -0.30988919735 -2.0013127327 -2.12181162834 -1.50215351582 -2.67678570747,-2.58387732506 -0.810247063637 -0.309889614582 -2.00134325027 -2.122382164 -1.50229990482 -2.67675113678,-0.000579357147217 -0.000432014465332 -4.17232513428e-07 -3.0517578125e-05 -0.00057053565979 -0.000146389007568 3.45706939697e-05,0.0009334658603587732,0.01346959336302444,-0.08359639543174889,0.2308814407474032,0.20894389128781318,0.23100565852905053,1
121,294,3,131,5,-0.8691188097 1.26816594601 0.335518598557 1.18186509609 -3.12306976318 -0.375799417496 1.87299585342,-0.810308277607 1.25000154972 0.363223731518 1.13358390331 -3.08333849907 -0.380773872137 1.85492157936,0.058810532093 -0.018164396286 0.0277051329613 -0.0482811927795 0.0397312641144 -0.00497445464134 -0.0180742740631,0.09390031882871067,-0.835062265396 1.25340878963 0.361670523882 1.12390565872 -3.16573691368 -0.432494819164 1.88469171524,-0.835080265999 1.2534724474 0.361710339785 1.12395226955 -3.16575908661 -0.432491004467 1.88475751877,-1.80006027222e-05 6.36577606201e-05 3.981590271e-05 4.66108322144e-05 -2.21729278564e-05 3.81469726562e-06 6.5803527832e-05,0.00011388811568355032,0.001212861863560875,-0.5097690797857567,0.1029198180049741,0.10525566763879154,0.10290323262382632,0,-0.747623920441 1.25436031818 0.340698301792 1.15628600121 -3.13179063797 -0.483157366514 1.84213685989,-0.739905118942 1.25177657604 0.33403801918 1.15361118317 -3.12386655807 -0.481440395117 1.84024405479,0.00771880149841 -0.00258374214172 -0.00666028261185 -0.00267481803894 0.00792407989502 0.0017169713974 -0.00189280509949,0.013678135112094836,0.14566654600018944,0.6119694784112942,0.16788919933323296,0.13492351668410602,0.17320102882575586,1
122,294,3,141,5,2.49307060242 -1.95370709896 0.114242143929 -1.79865109921 -3.13819146156 1.80852615833 2.09281349182,2.4604742527 -1.97166752815 0.166815474629 -1.87672555447 3.12320375443 1.84399878979 2.11145186424,-0.0325963497162 -0.0179604291916 0.0525733307004 -0.0780744552612 -0.0217900911914 0.0354726314545 0.0186383724213,0.1110188239884851,2.47758460045 -1.96489870548 0.115861929953 -1.85669112206 2.98732662201 1.78033363819 2.1493575573,2.47758197784 -1.96490252018 0.115861453116 -1.8566930294 2.98732233047 1.7803426981 2.14935588837,-2.62260437012e-06 -3.81469726562e-06 -4.76837158203e-07 -1.90734863281e-06 -4.29153442383e-06 9.05990600586e-06 -1.66893005371e-06,1.133930392321979e-05,0.00010213856998157271,0.5255740935429408,0.18051963661919568,0.16519270077706502,0.18052251797451346,1,2.45345568657 -1.93438279629 0.0940103083849 -1.74866127968 2.92684841156 1.78830111027 2.04342150688,2.4580552578 -1.93644118309 0.0951149016619 -1.75225186348 2.92855882645 1.78895497322 2.0428917408,0.00459957122803 -0.00205838680267 0.00110459327698 -0.00359058380127 0.00171041488647 0.000653862953186 -0.000529766082764,0.006568039129030046,0.05916149075503884,0.2763331092950138,0.2351321556112725,0.25980450167590063,0.23186689439688887,0
123,294,3,143,5,0.475174367428 1.6183577776 -0.620892941952 -1.5669709444 -1.43414247036 1.06361794472 -2.20121335983,0.499836117029 1.57582831383 -0.610417604446 -1.58290398121 -1.43258142471 1.05131852627 -2.22858524323,0.0246617496014 -0.042529463768 0.0104753375053 -0.0159330368042 0.00156104564667 -0.0122994184494 -0.0273718833923,0.06069171358264012,0.532337665558 1.53995382786 -0.643479287624 -1.58361971378 -1.39585280418 1.05251061916 -2.26326727867,0.532345294952 1.53995549679 -0.643482148647 -1.58361899853 -1.39585113525 1.05250060558 -2.26326680183,7.62939453125e-06 1.66893005371e-06 -2.86102294922e-06 7.15255737305e-07 1.66893005371e-06 -1.00135803223e-05 4.76837158203e-07,1.3151977934646894e-05,0.0002167013774745158,0.23618128598581684,0.12506920716247735,0.0774002775665987,0.1250732337188185,1,0.600133657455 1.5131059885 -0.622178196907 -1.54212641716 -1.23954570293 1.02333462238 -2.24159550667,0.599329590797 1.51293492317 -0.623937249184 -1.54324018955 -1.23697376251 1.02221643925 -2.24023938179,-0.00080406665802 -0.000171065330505 -0.00175905227661 -0.00111377239227 0.00257194042206 -0.00111818313599 0.00135612487793,0.0038359908936599096,0.06320452442715561,-0.13997094843302085,0.2615970783850241,0.234212798538819,0.2630846416202493,1
124,294,3,148,5,2.32004880905 -1.98500359058 -0.938070178032 1.4692671299 1.48282158375 -0.244549542665 -0.891832470894,2.30272889137 -1.95581352711 -0.94476044178 1.46646916866 1.45377409458 -0.231720522046 -0.931999802589,-0.0173199176788 0.0291900634766 -0.00669026374817 -0.00279796123505 -0.0290474891663 0.0128290206194 -0.0401673316956,0.061857760246535186,2.3073952198 -1.99441277981 -0.969422280788 1.45025074482 1.51148021221 -0.265211522579 -0.846723854542,2.30739212036 -1.99441421032 -0.969411551952 1.45027387142 1.51147902012 -0.265201985836 -0.846724331379,-3.09944152832e-06 -1.43051147461e-06 1.07288360596e-05 2.31266021729e-05 -1.19209289551e-06 9.53674316406e-06 -4.76837158203e-07,2.7462674331630573e-05,0.0004439648998311223,0.030355280223417123,0.06983011585278587,0.11876235166685521,0.0698161402394683,0,2.22398638725 -1.97384655476 -0.911476671696 1.51800990105 1.57543766499 -0.273190706968 -0.909154176712,2.28197288513 -1.9685407877 -0.875846326351 1.51909983158 1.57145273685 -0.292332440615 -0.887316465378,0.057986497879 0.00530576705933 0.0356303453445 0.00108993053436 -0.0039849281311 -0.0191417336464 0.0218377113342,0.07429983723952666,1.2011401147310112,-0.4564495202792891,0.14877377772214084,0.16622456222193352,0.1350369826363132,0
125,295,0,217,9,1.90415096283 1.74822640419 -2.54760360718 -2.07632136345 -1.62212884426 0.912196099758 -2.56719756126,1.90930128098 1.72501838207 -2.51739048958 -2.05278110504 -1.59183764458 0.908986628056 -2.56036758423,0.00515031814575 -0.0232080221176 0.0302131175995 0.0235402584076 0.0302911996841 -0.00320947170258 0.00682997703552,0.05483265798601118,1.90159988403 1.66496908665 -2.47652292252 -2.0462179184 -1.54987299442 0.892538130283 -2.50982689857,1.90157794952 1.6649698019 -2.47651529312 -2.04618883133 -1.54987704754 0.892527639866 -2.50981926918,-2.19345092773e-05 7.15255737305e-07 7.62939453125e-06 2.90870666504e-05 -4.05311584473e-06 -1.04904174805e-05 7.62939453125e-06,3.9630589992127614e-05,0.0007227552237616878,0.3445198367556741,0.14763369060167272,0.09983207769770218,0.14764565335905394,1,1.93241882324 1.67170155048 -2.47708535194 -1.93664503098 -1.45754110813 0.910831809044 -2.53602051735,1.93203961849 1.67275083065 -2.47704911232 -1.93691837788 -1.45786440372 0.910987019539 -2.53688192368,-0.000379204750061 0.00104928016663 3.62396240234e-05 -0.00027334690094 -0.000323295593262 0.000155210494995 -0.000861406326294,0.0014803540611977347,0.02699767101524424,-0.5891092502928019,0.2433113634468333,0.19184612133720594,0.2424639656303806,1
126,295,2,77,9,-0.136188477278 -1.86607182026 -2.22193551064 0.357845872641 -0.0348355695605 -0.0855092406273 -1.3184581995,-0.162602588534 -1.84362101555 -2.21393465996 0.375011861324 -0.0671691074967 -0.114661738276 -1.29306268692,-0.0264141112566 0.0224508047104 0.00800085067749 0.0171659886837 -0.0323335379362 -0.0291524976492 0.0253955125809,0.06403660311553232,-0.138440161943 -1.88003969193 -2.15619945526 0.336241573095 -0.0538590922952 -0.0405120104551 -1.36230397224,-0.138436824083 -1.88004302979 -2.15620803833 0.336240261793 -0.0538602843881 -0.0405139178038 -1.36230254173,3.33786010742e-06 -3.33786010742e-06 -8.58306884766e-06 -1.31130218506e-06 -1.19209289551e-06 -1.90734863281e-06 1.43051147461e-06,1.0236045711854962e-05,0.00015984679408099603,-0.18888215230902636,0.09642221313347656,0.13120719726895214,0.09641575592563992,0,-0.102776750922 -1.83116650581 -2.11479663849 0.380708158016 0.0624523982406 -0.039425753057 -1.42567706108,-0.102485999465 -1.83136117458 -2.11487603188 0.380517959595 0.0624233111739 -0.0394952520728 -1.4254693985,0.000290751457214 -0.000194668769836 -7.93933868408e-05 -0.000190198421478 -2.90870666504e-05 -6.94990158081e-05 0.000207662582397,0.00046228887938320844,0.007219134946136432,-0.2604536165721589,0.19344422254498939,0.23147995548999273,0.1932470315125159,0
127,295,3,74,9,0.235042855144 -1.90259790421 1.48899376392 -2.2048022747 0.461710929871 -1.47382247448 -1.61098694801,0.228202596307 -1.87791526318 1.49512529373 -2.17433309555 0.482452273369 -1.45360565186 -1.62438154221,-0.00684025883675 0.0246826410294 0.00613152980804 0.0304691791534 0.0207413434982 0.0202168226242 -0.0133945941925,0.05138411083128144,0.224292010069 -1.86044466496 1.51160001755 -2.19798183441 0.502645552158 -1.46021997929 -1.61406946182,0.224280565977 -1.86039865017 1.51165771484 -2.19785857201 0.502688229084 -1.46016228199 -1.6140794754,-1.14440917969e-05 4.60147857666e-05 5.76972961426e-05 0.000123262405396 4.26769256592e-05 5.76972961426e-05 -1.00135803223e-05,0.00016131179767458543,0.0031393322773308084,0.9059486628927664,0.06572830764981188,0.0413231040250479,0.06583143035883751,1,0.22838447988 -1.84815657139 1.50544667244 -2.1198952198 0.518859684467 -1.4365221262 -1.65370368958,0.226289793849 -1.84727942944 1.50534832478 -2.11785078049 0.51637417078 -1.43724405766 -1.65594649315,-0.00209468603134 0.000877141952515 -9.83476638794e-05 0.0020444393158 -0.00248551368713 -0.00072193145752 -0.00224280357361,0.0045908194412106265,0.08934317178873596,0.2609681655484526,0.13026939392746803,0.0815580677655361,0.13157581435424628,1
128,295,3,226,9,-2.38980078697 1.06903576851 2.32770848274 -2.08704853058 -1.19388151169 1.21879005432 -1.32815694809,-2.41329264641 1.03828644753 2.31146073341 -2.02924489975 -1.23200392723 1.25456035137 -1.30336630344,-0.023491859436 -0.0307493209839 -0.0162477493286 0.0578036308289 -0.0381224155426 0.0357702970505 0.0247906446457,0.09192413217326506,-2.33245205879 1.05726969242 2.31593465805 -2.1328895092 -1.17874217033 1.20055949688 -1.28715252876,-2.33245801926 1.05727231503 2.3159365654 -2.13291025162 -1.17874288559 1.20056188107 -1.28715538979,-5.96046447754e-06 2.62260437012e-06 1.90734863281e-06 -2.07424163818e-05 -7.15255737305e-07 2.38418579102e-06 -2.86102294922e-06,2.2151126192735547e-05,0.00024097182827881964,-0.554445301656163,0.0889395903122153,0.15387204240875785,0.08894391168286728,0,-2.31307435036 1.07547783852 2.3274128437 -2.10672402382 -1.06887722015 1.24780976772 -1.40197992325,-2.31316423416 1.07444679737 2.32700753212 -2.10722589493 -1.06872630119 1.2474449873 -1.40157175064,-8.98838043213e-05 -0.00103104114532 -0.000405311584473 -0.000501871109009 0.000150918960571 -0.000364780426025 0.000408172607422,0.0013452595294284127,0.014634454496592614,0.02189798105066707,0.16802888771735594,0.2324016562517565,0.16788306333708705,0
